X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-82.740263,46.6003436,Sault Ste. Marie District,2020,Splake,,,Ellisam Lake (Unofficial Name),17-3667-51620,RAIMBAULT,Yearlings,600,46.6003436,-82.740263,11872
-82.6348336,46.4756826,Sault Ste. Marie District,2020,Splake,Cinder Lake,lac Cinder,,17-3745-51480,BOUCK,Yearlings,1550,46.4756826,-82.6348336,11873
-83.40907,46.53922,Sault Ste. Marie District,2020,Splake,Damn Lake,lac Damn,,17-3153-51566,CASSON,Yearlings,900,46.53922,-83.40907,11874
-82.62182,46.467,Sault Ste. Marie District,2020,Splake,Gander Lake,lac Gander,,17-3755-51470,BOUCK,Yearlings,1000,46.467,-82.62182,11875
-82.46987,46.5695,Sault Ste. Marie District,2020,Splake,Harry Lake,lac Harry,,17-3873-51582,HUGHSON,Yearlings,1400,46.5695,-82.46987,11876
-83.84631,46.517,Sault Ste. Marie District,2020,Splake,Hart Lake,lac Hart,,17-2817-51552,ABERDEEN ADDITIONAL,Yearlings,1500,46.517,-83.84631,11877
-82.6968531,46.5448304,Sault Ste. Marie District,2020,Splake,Lake Twentythree,lac Twentythree,,17-3699-51558,HEMBRUFF,Yearlings,150,46.5448304,-82.6968531,11878
-83.8911318,46.747904,Sault Ste. Marie District,2020,Splake,Paquette Lake,lac Paquette,,17-2793-51810,WHITMAN,Yearlings,1000,46.747904,-83.8911318,11879
-84.54773,47.10228,Sault Ste. Marie District,2020,Splake,Pipe Lake,lac Pipe,,16-6861-52192,NICOLET,Yearlings,1500,47.10228,-84.54773,11880
-83.89326,46.47033,Sault Ste. Marie District,2020,Splake,Tower Lake,lac Tower,,17-2779-51502,ABERDEEN ADDITIONAL,Yearlings,750,46.47033,-83.89326,11881
-83.93327,46.232,Sault Ste. Marie District,2020,Splake,Twin Lakes,lacs Twin,,17-2738-51238,,Yearlings,500,46.232,-83.93327,11882
-83.93327,46.232,Sault Ste. Marie District,2020,Splake,Twin Lakes,lacs Twin,,17-2738-51238,,Yearlings,1056,46.232,-83.93327,11883
-82.88433,46.53672,Sault Ste. Marie District,2020,Splake,Upper Mace Lake,lac Upper Mace,,17-3555-51552,NICHOLAS,Yearlings,2200,46.53672,-82.88433,11884
-82.88433,46.53672,Sault Ste. Marie District,2020,Splake,Upper Mace Lake,lac Upper Mace,,17-3555-51552,NICHOLAS,Yearlings,1800,46.53672,-82.88433,11885
-82.88433,46.53672,Sault Ste. Marie District,2020,Splake,Upper Mace Lake,lac Upper Mace,,17-3555-51552,NICHOLAS,Yearlings,900,46.53672,-82.88433,11886
-83.87798,46.78755,Sault Ste. Marie District,2020,Splake,Vixen Lake,lac Vixen,,17-2803-51854,DAUMONT,Yearlings,2500,46.78755,-83.87798,11887
-82.6574442,46.4962777,Sault Ste. Marie District,2021,Brook Trout,,,Manydace Lake (Unofficial Name),17-3728-51503,BOUCK,Yearlings,400,46.4962777,-82.6574442,11888
-82.7475824,46.568103,Sault Ste. Marie District,2021,Brook Trout,,,Hook Lake (Unofficial Name),17-3661-51584,RAIMBAULT,Yearlings,200,46.568103,-82.7475824,11889
-82.7671138,46.6069513,Sault Ste. Marie District,2021,Brook Trout,,,Lake Twin 2 (Raimbault Lake 11) (Unofficial Name),17-3647-51628,RAIMBAULT,Yearlings,250,46.6069513,-82.7671138,11890
-82.5792439,46.6756687,Sault Ste. Marie District,2021,Brook Trout,,,Seldom Seen Lake (Unofficial Name),17-3792-51701,VIEL,Yearlings,300,46.6756687,-82.5792439,11891
-82.6955967,46.8422032,Sault Ste. Marie District,2021,Brook Trout,,,Dolan Lake (Unofficial Name),17-3707-51888,YAREMKO,Yearlings,300,46.8422032,-82.6955967,11892
-83.1143721,46.684933,Sault Ste. Marie District,2021,Brook Trout,,,Virginia Lake (Unofficial Name),17-3383-51721,SAYER,Yearlings,200,46.684933,-83.1143721,11893
-82.5817839,46.3587516,Sault Ste. Marie District,2021,Brook Trout,,,Runway Lake (Unofficial Name),17-3783-51349,ESTEN,Yearlings,400,46.3587516,-82.5817839,11894
-82.4967891,46.3022954,Sault Ste. Marie District,2021,Brook Trout,,,Frigid Digit Lake (Unofficial Name),17-3847-51285,PROCTOR,Yearlings,375,46.3022954,-82.4967891,11895
-83.2694235,46.8583551,Sault Ste. Marie District,2021,Brook Trout,,,Otto Lake (Unofficial Name),17-3270-51917,VILLENEUVE,Yearlings,250,46.8583551,-83.2694235,11896
-82.6849346,46.4960559,Sault Ste. Marie District,2021,Brook Trout,,,Link Lake (Unofficial Name),17-3707-51503,BOUCK,Yearlings,300,46.4960559,-82.6849346,11897
-83.1655846,46.6153579,Sault Ste. Marie District,2021,Brook Trout,,,Irene Parlby Lake (Unofficial Name),17-3343-51647,VARLEY,Yearlings,100,46.6153579,-83.1655846,11898
-82.8994108,46.5504978,Sault Ste. Marie District,2021,Brook Trout,,,Wolf Lake (Unofficial Name),17-3544-51567,NICHOLAS,Yearlings,400,46.5504978,-82.8994108,11899
-82.6127567,46.5275166,Sault Ste. Marie District,2021,Brook Trout,,,Maple Lake (Unofficial Name),17-3763-51537,BOUCK,Yearlings,250,46.5275166,-82.6127567,11900
-82.6386183,46.4335506,Sault Ste. Marie District,2021,Brook Trout,,,Gunterman Lake 7 (Unofficial Name),17-3741-51433,GUNTERMAN,Yearlings,250,46.4335506,-82.6386183,11901
-82.752916,46.5433166,Sault Ste. Marie District,2021,Brook Trout,,,Fleming Lake (Unofficial Name),17-3656-51559,RAIMBAULT,Yearlings,150,46.5433166,-82.752916,11902
-82.7538162,46.5307488,Sault Ste. Marie District,2021,Brook Trout,,,Beange Lake 1 (Unofficial Name),17-3655-51543,BEANGE,Yearlings,300,46.5307488,-82.7538162,11903
-83.4577602,46.5862705,Sault Ste. Marie District,2021,Brook Trout,,,Casson Lake 13 (Unofficial Name),17-3117-51619,CASSON,Yearlings,250,46.5862705,-83.4577602,11904
-82.4639678,46.3765207,Sault Ste. Marie District,2021,Brook Trout,,,Lundberg Lake (Unofficial Name),17-3874-51367,JOUBIN,Yearlings,200,46.3765207,-82.4639678,11905
-83.1613072,46.9756429,Sault Ste. Marie District,2021,Brook Trout,,,Morton Lake (Unofficial Name),17-3356-52045,ROOT,Yearlings,250,46.9756429,-83.1613072,11906
-82.5560968,46.2322024,Sault Ste. Marie District,2021,Brook Trout,,,Lewis Lake 2 (Unofficial Name),17-3800-51208,LEWIS,Yearlings,1000,46.2322024,-82.5560968,11907
-82.7982272,46.7489965,Sault Ste. Marie District,2021,Brook Trout,,,Reed 2 Lake (Unofficial Name),17-3627-51788,TWEEDLE,Yearlings,150,46.7489965,-82.7982272,11908
-82.7920489,46.6265423,Sault Ste. Marie District,2021,Brook Trout,,,Bhymine Lake (Unofficial Name),17-3628-51650,SAGARD,Yearlings,150,46.6265423,-82.7920489,11909
-83.3787867,46.6608395,Sault Ste. Marie District,2021,Brook Trout,,,Long-tail Lake (Unofficial Name),17-3180-51700,DAGLE,Yearlings,300,46.6608395,-83.3787867,11910
-84.5303591,47.186291,Sault Ste. Marie District,2021,Brook Trout,,,Smilsky Lake 11 (Unofficial Name),16-6871-52286,SMILSKY,Yearlings,300,47.186291,-84.5303591,11911
-84.5902489,47.2046655,Sault Ste. Marie District,2021,Brook Trout,,,Smilsky Lake 4 (Unofficial Name),16-6825-52305,SMILSKY,Yearlings,500,47.2046655,-84.5902489,11912
-84.4892124,47.1071012,Sault Ste. Marie District,2021,Brook Trout,,,Nicolet Lake 11 (Unofficial Name),16-6905-52199,NICOLET,Yearlings,500,47.1071012,-84.4892124,11913
-82.9693436,46.5496951,Sault Ste. Marie District,2021,Brook Trout,,,Spice Lake (Albanel Lake 31) (Unofficial Name),17-3496-51563,ALBANEL,Yearlings,325,46.5496951,-82.9693436,11914
-82.7683055,46.5513569,Sault Ste. Marie District,2019,Brook Trout,,,Bellrock Lake (Unofficial Name),17-3644-51568,RAIMBAULT,Yearlings,200,46.5513569,-82.7683055,11915
-83.40852,46.59589,Sault Ste. Marie District,2018,Brook Trout,Beilhartz Lake,lac Beilhartz,,17-3155-51629,CASSON,Yearlings,800,46.59589,-83.40852,11916
-82.5817839,46.3587516,Sault Ste. Marie District,2019,Brook Trout,,,Runway Lake (Unofficial Name),17-3783-51349,ESTEN,Yearlings,300,46.3587516,-82.5817839,11917
-84.15049,46.67644,Sault Ste. Marie District,2018,Brook Trout,Brilliant Lake,lac Brilliant,,16-7179-51729,JARVIS,Yearlings,1800,46.67644,-84.15049,11918
-82.6574442,46.4962777,Sault Ste. Marie District,2019,Brook Trout,,,Manydace Lake (Unofficial Name),17-3728-51503,BOUCK,Yearlings,350,46.4962777,-82.6574442,11919
-83.47897,46.65717,Sault Ste. Marie District,2018,Brook Trout,Burtt Lake,lac Burtt,,17-3100-51709,SHINGWAUKONCE,Yearlings,500,46.65717,-83.47897,11920
-82.8193916,46.232815,Sault Ste. Marie District,2019,Brook Trout,,,Boundary Lake (Unofficial Name),17-3597-51213,STRIKER,Yearlings,200,46.232815,-82.8193916,11921
-82.77071,46.61117,Sault Ste. Marie District,2018,Brook Trout,Cabin Lake,lac Cabin,,17-3644-51633,RAIMBAULT,Yearlings,450,46.61117,-82.77071,11922
-82.7984,46.71171,Sault Ste. Marie District,2019,Brook Trout,Beavertail Lake,lac Beavertail,,17-3624-51750,SAGARD,Yearlings,350,46.71171,-82.7984,11923
-84.6623161,47.1841748,Sault Ste. Marie District,2018,Brook Trout,Caysee Lake,lac Caysee,,16-6768-52280,SLATER,Yearlings,1250,47.1841748,-84.6623161,11924
-83.1608951,46.4007147,Sault Ste. Marie District,2019,Brook Trout,Bernard Lake,lac Bernard,,17-3338-51405,MONTGOMERY,Yearlings,1400,46.4007147,-83.1608951,11925
-82.76127,46.7595,Sault Ste. Marie District,2018,Brook Trout,Clara Lake,lac Clara,,17-3655-51797,TWEEDLE,Yearlings,500,46.7595,-82.76127,11926
-84.24244,46.81922,Sault Ste. Marie District,2019,Brook Trout,Bojack Lake,lac Bojack,,16-7103-51885,TUPPER,Yearlings,1000,46.81922,-84.24244,11927
-83.7627,47.117,Sault Ste. Marie District,2018,Brook Trout,Coppens Lake,lac Coppens,,17-2904-52216,GAUDRY,Yearlings,300,47.117,-83.7627,11928
-82.89739,46.61867,Sault Ste. Marie District,2019,Brook Trout,Bolger's Lake,lac de Bolger,,17-3547-51643,NICHOLAS,Yearlings,250,46.61867,-82.89739,11929
-84.15049,46.67644,Sault Ste. Marie District,2019,Brook Trout,Brilliant Lake,lac Brilliant,,16-7179-51729,JARVIS,Yearlings,1800,46.67644,-84.15049,11930
-83.19735,46.70489,Sault Ste. Marie District,2019,Brook Trout,Brown Lake,lac Brown,,17-3318-51740,SAYER,Yearlings,1200,46.70489,-83.19735,11931
-82.8143934,46.5722846,Sault Ste. Marie District,2019,Brook Trout,Bruce Lake,lac Bruce,,17-3608-51584,RAIMBAULT,Yearlings,600,46.5722846,-82.8143934,11932
-82.695116,46.4825437,Sault Ste. Marie District,2019,Brook Trout,Camp Lake,lac Camp,,17-3695-51489,BOUCK,Yearlings,200,46.4825437,-82.695116,11933
-83.2099109,46.4965349,Sault Ste. Marie District,2019,Brook Trout,Echo Lake,lac Écho,,17-3306-51515,GRASETT,Yearlings,500,46.4965349,-83.2099109,11934
-84.2696284,46.6477427,Sault Ste. Marie District,2019,Brook Trout,Finn Lake,lac Finn,,16-7090-51695,AWERES,Yearlings,2000,46.6477427,-84.2696284,11935
-83.5421897,47.0280504,Sault Ste. Marie District,2019,Brook Trout,Friendly Lake,lac Friendly,,17-3069-52112,MCILVEEN,Yearlings,1500,47.0280504,-83.5421897,11936
-82.8913653,46.5545551,Sault Ste. Marie District,2019,Brook Trout,Gaff Lake,lac Gaff,,17-3543-51567,NICHOLAS,Yearlings,600,46.5545551,-82.8913653,11937
-83.7302493,46.5347771,Sault Ste. Marie District,2019,Brook Trout,Grant Lake,lac Grant,,17-2907-51568,MCMAHON,Yearlings,400,46.5347771,-83.7302493,11938
-82.6788645,46.5935003,Sault Ste. Marie District,2019,Brook Trout,Helenbar Lake,lac Helenbar,,17-3718-51611,HEMBRUFF,Yearlings,2000,46.5935003,-82.6788645,11939
-83.7262174,46.537175,Sault Ste. Marie District,2019,Brook Trout,Hoath Lake,lac Hoath,,17-2910-51571,MCMAHON,Yearlings,200,46.537175,-83.7262174,11940
-83.76741,46.55172,Sault Ste. Marie District,2019,Brook Trout,Hugli Lake,lac Hugli,,17-2878-51588,MCMAHON,Yearlings,300,46.55172,-83.76741,11941
-83.31128,46.45783,Sault Ste. Marie District,2019,Brook Trout,Jackpine Lake,lac Jackpine,,17-3225-51473,GRASETT,Yearlings,500,46.45783,-83.31128,11942
-83.71508,47.06856,Sault Ste. Marie District,2019,Brook Trout,Jet Lake,lac Jet,,17-2937-52159,HOFFMAN,Yearlings,600,47.06856,-83.71508,11943
-84.1768975,46.6711269,Sault Ste. Marie District,2019,Brook Trout,Kaufman Lake,lac Kaufman,,16-7159-51722,JARVIS,Yearlings,1200,46.6711269,-84.1768975,11944
-83.6886739,46.5527119,Sault Ste. Marie District,2019,Brook Trout,Lees Lake,lac Lees,,17-2939-51587,MORIN,Yearlings,500,46.5527119,-83.6886739,11945
-83.39129,46.94006,Sault Ste. Marie District,2019,Brook Trout,Lelonde Lake,lac Lelonde,,17-3180-52011,RENWICK,Yearlings,800,46.94006,-83.39129,11946
-82.8326327,46.4547743,Sault Ste. Marie District,2019,Brook Trout,Mountain Top Lake,lac Mountain Top,,17-3593-51460,JOGUES,Yearlings,550,46.4547743,-82.8326327,11947
-84.13438,46.69172,Sault Ste. Marie District,2019,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,500,46.69172,-84.13438,11948
-82.8374058,46.3470946,Sault Ste. Marie District,2019,Brook Trout,Pistol Lake,lac Pistol,,17-3586-51340,MACK,Yearlings,1500,46.3470946,-82.8374058,11949
-83.14989,46.76755,Sault Ste. Marie District,2019,Brook Trout,Rainy Lake,lac Rainy,,17-3358-51814,SIMONS,Yearlings,800,46.76755,-83.14989,11950
-83.96604,46.71227,Sault Ste. Marie District,2019,Brook Trout,Roussain Lake,lac Roussain,,17-2733-51772,WHITMAN,Yearlings,1000,46.71227,-83.96604,11951
-83.14433,46.95228,Sault Ste. Marie District,2019,Brook Trout,Sawbill Lake,lac Sawbill,,17-3368-52019,ROOT,Yearlings,300,46.95228,-83.14433,11952
-83.2305211,46.7525223,Sault Ste. Marie District,2019,Brook Trout,Seymour Lake,lac Seymour,,17-3298-51798,RIOUX,Yearlings,900,46.7525223,-83.2305211,11953
-82.97488,46.45005,Sault Ste. Marie District,2019,Brook Trout,Snafu Lake,lac Snafu,,17-3483-51457,KAMICHISITIT,Yearlings,1050,46.45005,-82.97488,11954
-82.6325123,46.3377343,Sault Ste. Marie District,2019,Brook Trout,Spur Lake,lac Spur,,17-3742-51327,ESTEN,Yearlings,1000,46.3377343,-82.6325123,11955
-82.80992,46.46642,Sault Ste. Marie District,2019,Brook Trout,Stone Lake,lac Stone,,17-3605-51473,BEANGE,Yearlings,900,46.46642,-82.80992,11956
-83.72909,46.56839,Sault Ste. Marie District,2019,Brook Trout,Tarpaper Lake,lac Tarpaper,,17-2908-51606,MCMAHON,Yearlings,350,46.56839,-83.72909,11957
-84.2778615,46.8324441,Sault Ste. Marie District,2019,Brook Trout,Tupper Lake,lac Tupper,,16-7076-51899,TUPPER,Yearlings,2000,46.8324441,-84.2778615,11958
-84.61745,47.12839,Sault Ste. Marie District,2019,Brook Trout,West Joco Lake,lac Joco Ouest,,16-6807-52220,KINCAID,Yearlings,1300,47.12839,-84.61745,11959
-84.12826,46.69089,Sault Ste. Marie District,2019,Brook Trout,White Birch Lake,lac White Birch,,16-7196-51746,JARVIS,Yearlings,400,46.69089,-84.12826,11960
-82.75433,46.83895,Sault Ste. Marie District,2018,Brook Trout,Crain Lake,lac Crain,,17-3662-51885,WORTON,Yearlings,500,46.83895,-82.75433,11961
-82.4987356,46.3098536,Sault Ste. Marie District,2018,Brook Trout,Dyelle Lake,lac Dyelle,,17-3845-51301,PROCTOR,Yearlings,550,46.3098536,-82.4987356,11962
-82.54932,46.41228,Sault Ste. Marie District,2018,Brook Trout,Elephant Lake,lac Éléphant,,17-3809-51408,JOUBIN,Yearlings,750,46.41228,-82.54932,11963
-83.5950415,46.4345666,Sault Ste. Marie District,2018,Brook Trout,Emerson Lake,lac Emerson,,17-3003-51453,ROSE,Yearlings,325,46.4345666,-83.5950415,11964
-82.6730081,46.8327142,Sault Ste. Marie District,2018,Brook Trout,Esker Lake,lac Esker,,17-3725-51877,YAREMKO,Yearlings,1000,46.8327142,-82.6730081,11965
-84.2696284,46.6477427,Sault Ste. Marie District,2018,Brook Trout,Finn Lake,lac Finn,,16-7090-51695,AWERES,Yearlings,2000,46.6477427,-84.2696284,11966
-82.55043,46.402,Sault Ste. Marie District,2018,Brook Trout,Flying Goose Lake,lac Flying Goose,,17-3808-51397,JOUBIN,Yearlings,1200,46.402,-82.55043,11967
-83.5063,46.89978,Sault Ste. Marie District,2018,Brook Trout,Franks Lake,lac Franks,,17-3091-51969,REILLY,Yearlings,300,46.89978,-83.5063,11968
-83.5421897,47.0280504,Sault Ste. Marie District,2018,Brook Trout,Friendly Lake,lac Friendly,,17-3069-52112,MCILVEEN,Yearlings,1500,47.0280504,-83.5421897,11969
-82.63599,46.56616,Sault Ste. Marie District,2018,Brook Trout,Gashen Lake,lac Gashen,,17-3746-51580,HEMBRUFF,Yearlings,625,46.56616,-82.63599,11970
-83.7302493,46.5347771,Sault Ste. Marie District,2018,Brook Trout,Grant Lake,lac Grant,,17-2907-51568,MCMAHON,Yearlings,400,46.5347771,-83.7302493,11971
-83.64175,47.02037,Sault Ste. Marie District,2018,Brook Trout,Gravel Lake,lac Gravel,,17-2999-52102,PINE,Yearlings,1000,47.02037,-83.64175,11972
-83.30656,46.96839,Sault Ste. Marie District,2018,Brook Trout,Heal Lake,lac Heal,,17-3245-52040,ROLLINS,Yearlings,500,46.96839,-83.30656,11973
-83.7262174,46.537175,Sault Ste. Marie District,2018,Brook Trout,Hoath Lake,lac Hoath,,17-2910-51571,MCMAHON,Yearlings,200,46.537175,-83.7262174,11974
-84.55995,47.16922,Sault Ste. Marie District,2018,Brook Trout,Huff Lake,lac Huff,,16-6849-52266,SMILSKY,Yearlings,3000,47.16922,-84.55995,11975
-84.1768975,46.6711269,Sault Ste. Marie District,2018,Brook Trout,Kaufman Lake,lac Kaufman,,16-7159-51722,JARVIS,Yearlings,1200,46.6711269,-84.1768975,11976
-83.49936,46.912,Sault Ste. Marie District,2018,Brook Trout,Laurence Lake,lac Laurence,,17-3097-51982,REILLY,Yearlings,200,46.912,-83.49936,11977
-83.39129,46.94006,Sault Ste. Marie District,2018,Brook Trout,Lelonde Lake,lac Lelonde,,17-3180-52011,RENWICK,Yearlings,322,46.94006,-83.39129,11978
-83.33926,46.64025,Sault Ste. Marie District,2018,Brook Trout,Little Lafoe Lake,petit lac Lafoe,,17-3201-51669,DAGLE,Yearlings,1100,46.64025,-83.33926,11979
-82.64571,46.56395,Sault Ste. Marie District,2018,Brook Trout,Lolligag Lake,lac Lolligag,,17-3739-51578,HEMBRUFF,Yearlings,250,46.56395,-82.64571,11980
-83.25678,46.8624,Sault Ste. Marie District,2018,Brook Trout,McClung Lake,lac McClung,,17-3272-51926,VILLENEUVE,Yearlings,800,46.8624,-83.25678,11981
-84.2191,47.10366,Sault Ste. Marie District,2018,Brook Trout,Meenach Lake,lac Meenach,,16-7110-52202,DAVIEAUX,Yearlings,3000,47.10366,-84.2191,11982
-83.95159,46.72589,Sault Ste. Marie District,2018,Brook Trout,Metivier Lake,lac Metivier,,17-2745-51787,WHITMAN,Yearlings,700,46.72589,-83.95159,11983
-82.72488,46.38061,Sault Ste. Marie District,2018,Brook Trout,Mink Lake,lac Mink,,17-3673-51376,BOLGER,Yearlings,750,46.38061,-82.72488,11984
-83.21231,46.51027,Sault Ste. Marie District,2018,Brook Trout,Murray Lake,lac Murray,,17-3300-51536,GRASETT,Yearlings,350,46.51027,-83.21231,11985
-82.89433,46.71311,Sault Ste. Marie District,2018,Brook Trout,Otter Lake,lac Otter,,17-3552-51748,POULIN,Yearlings,500,46.71311,-82.89433,11986
-84.13438,46.69172,Sault Ste. Marie District,2018,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,500,46.69172,-84.13438,11987
-84.26994,46.82199,Sault Ste. Marie District,2018,Brook Trout,Pickard Lake,lac Pickard,,16-7082-51888,TUPPER,Yearlings,1000,46.82199,-84.26994,11988
-83.1166622,46.7406749,Sault Ste. Marie District,2018,Brook Trout,Pointer Lake,lac Pointer,,17-3383-51775,SIMONS,Yearlings,550,46.7406749,-83.1166622,11989
-83.87264,47.02365,Sault Ste. Marie District,2018,Brook Trout,Private Lake,lac Private,,17-2821-52108,LUNKIE,Yearlings,850,47.02365,-83.87264,11990
-84.2274341,47.1277431,Sault Ste. Marie District,2018,Brook Trout,Quintet Lakes,lacs Quintet,,16-7098-52235,OLSEN,Yearlings,3500,47.1277431,-84.2274341,11991
-82.90529,46.62487,Sault Ste. Marie District,2018,Brook Trout,Reception Lake,lac Réception,,17-3545-51641,POULIN,Yearlings,300,46.62487,-82.90529,11992
-82.7078074,46.7452805,Sault Ste. Marie District,2018,Brook Trout,Red Lake,lac Red,,17-3695-51781,VANCE,Yearlings,500,46.7452805,-82.7078074,11993
-83.37406,46.37505,Sault Ste. Marie District,2018,Brook Trout,Rock Lake,lac Rock,,17-3174-51382,WELLS,Yearlings,300,46.37505,-83.37406,11994
-82.85989,46.46867,Sault Ste. Marie District,2018,Brook Trout,Rodge Lake,lac Rodge,,17-3572-51476,JOGUES,Yearlings,1500,46.46867,-82.85989,11995
-83.13601,46.62505,Sault Ste. Marie District,2018,Brook Trout,Roothouse Lake,lac Roothouse,,17-3365-51655,SAYER,Yearlings,700,46.62505,-83.13601,11996
-82.4752053,46.4610928,Sault Ste. Marie District,2018,Brook Trout,Sorley Lake,lac Sorley,,17-3861-51468,BUCKLES,Yearlings,700,46.4610928,-82.4752053,11997
-82.7206809,46.4544867,Sault Ste. Marie District,2018,Brook Trout,South Lake,lac South,,17-3676-51456,BEANGE,Yearlings,500,46.4544867,-82.7206809,11998
-82.4913121,46.4004117,Sault Ste. Marie District,2018,Brook Trout,Tees Lake,lac Tees,,17-3853-51394,JOUBIN,Yearlings,750,46.4004117,-82.4913121,11999
-82.9399,46.59152,Sault Ste. Marie District,2018,Brook Trout,Triangle Lake,lac Triangle,,17-3506-51623,NICHOLAS,Yearlings,250,46.59152,-82.9399,12000
-81.6337758,46.2441751,Sudbury District,2015,Lake Trout,Elizabeth Lake,lac Elizabeth,,17-4512-51212,FOSTER,Yearlings,1500,46.2441751,-81.6337758,12001
-81.5416242,46.7638038,Sudbury District,2015,Lake Trout,Geneva Lake,lac Geneva,,17-4583-51789,HESS,Yearlings,1200,46.7638038,-81.5416242,12002
-82.3405384,46.3190027,Sudbury District,2015,Lake Trout,Horseshoe Lake,lac Horseshoe,Bellows Lake (Unofficial Name),17-3960-51305,DEAGLE,Yearlings,700,46.3190027,-82.3405384,12003
-82.2990589,46.2593794,Sudbury District,2015,Lake Trout,Kecil Lake,lac Kecil,,17-4001-51234,VICTORIA,Yearlings,5573,46.2593794,-82.2990589,12004
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,4000,45.77755,-81.98346,12005
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,488,45.77755,-81.98346,12006
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,9177,45.77755,-81.98346,12007
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,9139,45.77755,-81.98346,12008
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,6600,45.77755,-81.98346,12009
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,8994,45.77755,-81.98346,12010
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,9128,45.77755,-81.98346,12011
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,9107,45.77755,-81.98346,12012
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,2000,45.77755,-81.98346,12013
-81.98346,45.77755,Sudbury District,2015,Lake Trout,Lake Manitou,lac Manitou,,17-4235-50696,SANDFIELD,Yearlings,9280,45.77755,-81.98346,12014
-81.7080491,46.2122587,Sudbury District,2015,Lake Trout,Loon Lake,lac Loon,,17-4455-51177,MERRITT,Yearlings,1500,46.2122587,-81.7080491,12015
-80.87138,46.80766,Sudbury District,2015,Rainbow Trout,Malbeuf Lake,lac Malbeuf,,17-5102-51827,PARKIN,Yearlings,2000,46.80766,-80.87138,12016
-81.65372,46.21367,Sudbury District,2015,Rainbow Trout,Pleasant Lake,lac Pleasant,,17-4496-51178,FOSTER,Yearlings,2400,46.21367,-81.65372,12017
-81.8911199,46.7316078,Sudbury District,2015,Splake,,,Marion Lake (Unofficial Name),17-4319-51755,OUELLETTE,Yearlings,1000,46.7316078,-81.8911199,12018
-82.0835138,46.8946334,Sudbury District,2015,Splake,,,Beebe Lake 97 (Unofficial Name),17-4174-51938,BEEBE,Yearlings,1000,46.8946334,-82.0835138,12019
-82.3801318,46.7636501,Sudbury District,2015,Splake,,,Brown Lake (Unofficial Name),17-3946-51796,LEFEBVRE,Yearlings,1000,46.7636501,-82.3801318,12020
-81.9965871,46.3455518,Sudbury District,2015,Splake,,,Gough Lake 5 (Unofficial Name),17-4233-51327,GOUGH,Fingerlings,750,46.3455518,-81.9965871,12021
-82.1324941,46.8203658,Sudbury District,2015,Splake,,,Gervais Lake 78 (Unofficial Name),17-4136-51856,GERVAIS,Yearlings,1000,46.8203658,-82.1324941,12022
-81.59429,46.73339,Sudbury District,2015,Splake,Alaska's Lake,lac d'Alaska,,17-4546-51755,MONCRIEFF,Fingerlings,700,46.73339,-81.59429,12023
-81.35469,46.8703,Sudbury District,2015,Splake,Bay Lake,lac Bay,,17-4733-51902,LEINSTER,Fingerlings,1500,46.8703,-81.35469,12024
-80.86074,46.95897,Sudbury District,2015,Splake,Beaver Lake,lac Beaver,,17-5114-51994,FRALECK,Fingerlings,1500,46.95897,-80.86074,12025
-80.83293,46.69127,Sudbury District,2015,Splake,Capre Lake,lac Capre,,17-5127-51698,CAPREOL,Yearlings,3000,46.69127,-80.83293,12026
-82.39931,46.4145,Sudbury District,2015,Splake,Deresti Lake,lac Deresti,,17-3924-51408,GAIASHK,Fingerlings,500,46.4145,-82.39931,12027
-80.9070601,46.9633443,Sudbury District,2015,Splake,Fire Lake,lac Fire,,17-5076-52012,FRALECK,Fingerlings,1500,46.9633443,-80.9070601,12028
-81.84957,46.72117,Sudbury District,2015,Splake,Georgia Lake,lac Georgia,,17-4351-51743,OUELLETTE,Fingerlings,500,46.72117,-81.84957,12029
